store_name,pn_test,text_review,대기 시간,예약 없이 이용,데이트,연인・배우자,가족모임,아이,예약 후 이용,친목,친구,지인・동료,일상,부모님,친척・형제,반려동물,기타,나들이,회식,혼자,음식이 맛있어요,술이 다양해요,특별한 메뉴가 있어요,화장실이 깨끗해요,가성비가 좋아요,인테리어가 멋져요,친절해요,메뉴 구성이 알차요,비싼 만큼 가치있어요,대화하기 좋아요,컨셉이 독특해요,매장이 청결해요,건강한 맛이에요,재료가 신선해요,기본 안주가 좋아요,음식이 빨리 나와요,뷰가 좋아요,아늑해요,특별한 날 가기 좋아요,매장이 넓어요,반려동물과 가기 좋아요,고기 질이 좋아요,양이 많아요,현지 맛에 가까워요,사진이 잘 나와요,음악이 좋아요,오래 머무르기 좋아요,단체모임 하기 좋아요,혼술하기 좋아요,차분한 분위기에요,파티하기 좋아요
키보 에다마메,FALSE,음식이 맛있고 술 종류가 다양해요! 에다마메 하이볼도 깔끔하고 시원한 맛이구요:)오랜만에 재방문했는데 흑백요리사 간귀님 식당이라 비오는 날인데도 예약과 워크인대기가 엄청 나더라구요ㅎㅎㅎ바쁜와중에도 친절하셔서 더 좋았습니다,0,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
키보 에다마메,FALSE,"고등어볶음밥 정말 맛있어요. 야키소바와 새우마요도 모두 맛있습니다.  사장님이 넘 좋으셔서 또 가고 싶은 곳으로 벌써 네번째 방문이었는데, 처음과 달라진 점이 없어서 참 좋아요. 오래오래 그 자리에 계셔주세요^^",0,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
키보 에다마메,FALSE,평일점심 먹으러 갔는데 모든메뉴 다 맛있었어요!! 고등어밥은 이곳에서만 먹을 수 있는 메뉴가 아닐까~감자사라다랑 교자도 굿굿 마파두부밥도 제입엔아주 맛있었어요👍🏻,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
키보 에다마메,FALSE,"술을 함께 즐기는 이자카야 식당이기 때문에 회전율이 매우 느립니다. 저녁에는 대기가 한시간에 8팀 정도 빠져 나가는 듯 싶어요.음식은 완성도가 높고 잘 만들었다는 인상을 받았습니다. 명란 감자 샐러드는 감자가 부드럽고, 짭짤한 명란 마요랑 잘 어울리며, 에피타이저 술안주로 넘 좋았어요. 고등어 볶음밥은 고등어가 입에 녹는 듯한 식감이 좋았고, 볶음밥이 촉촉한데 질은 것은 아니여서 맛있었습니다.음식이 찐맛집이라고 해도 될 만큼 맛있었지만 이자카야 이기 때문에 가격대가 비싼 편입니다. 한가지 아쉬웠던 부분은 가게 분위기가 이자카야보다는 일반 식당에 가까웠던 듯 싶어요.",0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
키보 에다마메,FALSE,"남영동술집 에다마메 남영!!분위기까지 맛있는 찐 맛집이에요!!생활의달인과 넷플릭스 흑백요리사에 나온 그집!!방탄RM도 방문한 핫플이에요!명란감자사라다, 스파이시유린기, 시오야끼소바에 에다마메 하이볼 먹었는데 하나같이 다 최고였습니당직원분들도 친절하셔서 넘 좋았어요",0,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
키보 에다마메,FALSE,흑백요리사 후에 어렵게 예약 성공해서 드디어 방문!너무 맛있었습니다!!! 재방문의사있어요,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
키보 에다마메,FALSE,흑백요리사 보고 방문오픈련으로 갔는데 바로입장해서 다행이엇움맛은 있는데 가격대비 양은 좀 작은편둘이서 3개까지도 먹을수있을거같지만 2차가야해서 패스갠적으로 에다마메하이볼은 초큼 달았고같이먹을수있는 피클류가 있으면 좋았을거같당?,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
키보 에다마메,FALSE,남자친구와 발굴한 남영돈 이자카야입니다!!!가게가 정말 아기자기하니 이야기하기 너어무 좋았고음식 종류도 다양하고 맛잇어서 이것저것 많이 먹었습니당ㅎㅎ근처에서 1차로 먹고 2차로 간단하게 먹기 좋은곳입니당ㅎㅎ 그리고 직원분들도 넘너 친절하세용😍,0,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
키보 에다마메,FALSE,너무맛있어서 재방문~ 저녁엔 유린기 점심엔 눈꽃교자 사수하세여~~ 멜론소다도 완전 맛있습니당🥰무엇보다 사장님이 너무친절 소스윗,45,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
키보 에다마메,FALSE,개인적으로 시오야끼소바가 맛있어서 좋았던 곳입니다. 매장도 깨끗하고 독특한 느낌이에요. 여러가지 술이있어서 좋았고 에다마메 하이볼이랑 기린 생맥주도 맛있습니다.,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
다이빙룸,FALSE,"매장 분위기가 너무 이쁘고, 스테이크, 라구파스타, 봉골레 주문했는데 하나같이 다 너무 맛있어서 미친듯이 흡입했어요...진짜 찐으로 너무 맛있어요! 와인종류도 엄청 많아서 취향에 따라 골라먹을수 있고 분위기도 너무 근사해서 데이트코스로도 추천드려요 :)",0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
다이빙룸,FALSE,작년 크리스마스때 와인먹으러 온 후로 오랜만에 왔는데 분위기도 여전히 좋고 파스타도 맛 있어요! 여자 둘이서 파스타 2개 시켰는데 조금 부족(?)했지만 너무 맛있었습니다 ㅎㅎ 와인잔에 키링처럼 꾸밀 수도 있어요. 분위기 너무 좋아서 다음에 또 방문할게요😊,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
다이빙룸,FALSE,"작년에 친구 추천으로 한 번 방문했다가 파스타가 너무너무 맛있고 가격이 합리적이어서 벌써 네 번째 방문했어요 💌👍🍷❤️용산 근처 숙대근처에서 가격 제일 합리적이고 맛집입니다🤍 친구들 여러명 모임 있을때마다 예약하고 방문 중이에요. 강아지 가방에 태워서 데리고 올 수 있어서 너무 좋고, 파스타말고 다른 메뉴들도 다 먹어봤는데 진짜 다 !!! 맛있어요!! 그중에서도 바질= 제 최애라구, 트러플크림도 짱맛, 치폴레감튀랑 닭고기스테이크두 퓨전인데 짱맛이라 추천해봅니다🥹😭🫶🏻데려온 친구들마다 다들 여기 괜찮다고 해서 제가 다 뿌듯해요😌💓 번창하세요~!!",0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
다이빙룸,FALSE,외관이 너무 예뻤는데 내부는 더 예뻤어요데이트나 친목 모임 다 어울리는 분위기입니다요리 너무 맛있는데 가성비까지 아주 훌륭해요처음보는 와인 종류가 많아서 다음엔 저녁에 와봐야겠어요 👍,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
다이빙룸,FALSE,남영역 분위기 파스타 맛집🍭맛- 파스타류 가격대비 준수한 맛업장에서 뽑아낼 수 있는 맛이 나와요라구 리가토니. 치킨 비프 스테이크 류 다 괜찮아요다만 봉골레는 해감이 덜되서 약간 모래가 씹혔는데이것만 보완하면 완벽할 것 같습니다🍭내부모습- 낮에 갔는데 채광과 어우러지는 인테리어 마음에 들었고온습도가 딱 적정했습니다🍭서비스 외 기타- 무난무난합니다이 동네에 이런 인테리어와 맛을 만나기 쉽지 않은 것 같았는데 저는 재방문의사 있습니다!,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
다이빙룸,FALSE,저희 예약 없이 우연히 와서 먹었는데너무 맛있구 분위기도 좋아서 편안하게 먹다갑니다!!!!!음식 다 맛있어요!!!!!!! 다 시키세용배터질거가타요 ㅋㅋㅋㅋ사장님도 친절하세욯ㅎㅎ,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
다이빙룸,FALSE,#주님이먹여살려주시는인생 #숙대맛집[남영동 분위기 좋은 파스타 맛집]점심으로 방뭉하기 좋아여! 분위기 좋고 맛있습니다 :),0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
다이빙룸,FALSE,갑자기 파스타가 땡겨서 급 검색해서 방문하게 된 곳입니다! 🤠 인테리어 깔끔하니 너무 예쁘고! 맛도 좋아서 싹싹 긁어먹었네유! 애견동반 되는곳이여서 더더욱 좋았습니다! 자주방문하도록 할께요! 맛있게 잘 묵었습니다! 감사합니다🐶🫶🏻👍,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
다이빙룸,FALSE,숙대맛집 파스타맛집 다이빙룸 방문!남영역 근처 분위기를 조금 더 현대적으로 만들어주는 양식 맛집이에요. 주문 후 요리속도도 빠르고 큐브스테이크와 바질페스토 파스타 맛도 깔끔하고 아주 굿굿👍,0,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
다이빙룸,FALSE,샐러드는 야채도 신선하고 소스가 매우 맛있습니당😄라구파스타와 봉골레파스타 모두 맛있게 먹었습니다!특히 큐브 스테이크를 제일 맛있게 먹은 것 같네용매장 내도 굉장히 청결하고 인테리어도 멋져서 또 올 것 같습니다❣️,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
다이빙룸,FALSE,맛과 분위기 즐기기 너무 좋은 곳깔끔한 인테리어와 정갈한 음식맛까지가성비있는 메뉴라 기대안했는데 너뭄 맛있어요,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
